,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
1389,Kolhapur,Light Brown,25,10,10,6.0,600,25,Moong,Urea
1390,Kolhapur,Light Brown,30,10,10,6.0,600,25,Moong,Urea
1393,Kolhapur,Light Brown,30,15,15,6.5,700,30,Moong,Urea
1395,Kolhapur,Light Brown,25,20,5,7.0,800,35,Moong,Urea
1396,Kolhapur,Light Brown,30,20,5,7.0,800,35,Moong,Urea
1401,Kolhapur,Light Brown,25,15,5,6.5,700,30,Moong,SSP
1402,Kolhapur,Light Brown,30,15,5,6.5,700,30,Moong,SSP
1405,Kolhapur,Light Brown,30,20,10,7.0,800,35,Moong,SSP
1406,Kolhapur,Black,40,25,10,6.0,600,20,Gram,18:46:00 NPK
1408,Kolhapur,Black,50,25,10,6.0,600,20,Gram,18:46:00 NPK
1409,Kolhapur,Black,40,30,15,6.5,700,25,Gram,18:46:00 NPK
1411,Kolhapur,Black,50,30,15,6.5,700,25,Gram,18:46:00 NPK
1412,Kolhapur,Black,40,25,15,6.0,600,20,Gram,Sulphur
1413,Kolhapur,Black,45,25,15,6.0,600,20,Gram,Sulphur
1415,Kolhapur,Black,40,30,10,6.5,700,25,Gram,Sulphur
1416,Kolhapur,Black,45,30,10,6.5,700,25,Gram,Sulphur
1417,Kolhapur,Black,50,30,10,6.5,700,25,Gram,Sulphur
1418,Kolhapur,Medium Brown,40,20,20,6.0,600,20,Masoor,Urea
1424,Kolhapur,Medium Brown,40,20,25,6.0,600,20,Masoor,DAP
1425,Kolhapur,Medium Brown,45,20,25,6.0,600,20,Masoor,DAP
1426,Kolhapur,Medium Brown,50,20,25,6.0,600,20,Masoor,DAP
1427,Kolhapur,Medium Brown,40,25,20,6.5,700,25,Masoor,DAP
1428,Kolhapur,Medium Brown,45,25,20,6.5,700,25,Masoor,DAP
1432,Solapur,Black,110,60,60,7.5,500,10,Cotton,Magnesium Sulphate
1433,Solapur,Black,115,60,60,7.5,500,10,Cotton,Magnesium Sulphate
1434,Solapur,Black,120,60,60,7.5,500,10,Cotton,Magnesium Sulphate
1437,Solapur,Black,110,65,65,8.0,600,15,Cotton,Magnesium Sulphate
1439,Solapur,Black,120,65,65,8.0,600,15,Cotton,Magnesium Sulphate
1440,Solapur,Black,100,70,70,8.5,500,20,Cotton,Magnesium Sulphate
1441,Solapur,Black,105,70,70,8.5,500,20,Cotton,Magnesium Sulphate
1442,Solapur,Black,110,70,70,8.5,500,20,Cotton,Magnesium Sulphate
1443,Solapur,Black,115,70,70,8.5,500,20,Cotton,Magnesium Sulphate
1445,Solapur,Black,100,75,75,7.5,600,25,Cotton,Magnesium Sulphate
1446,Solapur,Black,105,75,75,7.5,600,25,Cotton,Magnesium Sulphate
1448,Solapur,Black,115,75,75,7.5,600,25,Cotton,Magnesium Sulphate
1450,Solapur,Black,100,80,80,8.0,500,30,Cotton,Magnesium Sulphate
1452,Solapur,Black,110,80,80,8.0,500,30,Cotton,Magnesium Sulphate
1453,Solapur,Black,115,80,80,8.0,500,30,Cotton,Magnesium Sulphate
1454,Solapur,Black,120,80,80,8.0,500,30,Cotton,Magnesium Sulphate
1456,Solapur,Black,105,60,65,8.5,600,10,Cotton,DAP
1457,Solapur,Black,110,60,65,8.5,600,10,Cotton,DAP
1458,Solapur,Black,115,60,65,8.5,600,10,Cotton,DAP
1460,Solapur,Black,100,65,70,7.5,500,15,Cotton,DAP
1461,Solapur,Black,105,65,70,7.5,500,15,Cotton,DAP
1463,Solapur,Black,115,65,70,7.5,500,15,Cotton,DAP
1464,Solapur,Black,120,65,70,7.5,500,15,Cotton,DAP
1465,Solapur,Black,100,70,75,8.0,600,20,Cotton,DAP
1468,Solapur,Black,115,70,75,8.0,600,20,Cotton,DAP
1473,Solapur,Black,115,75,80,8.5,500,25,Cotton,DAP
1477,Solapur,Black,110,80,60,7.5,600,30,Cotton,DAP
1479,Solapur,Black,120,80,60,7.5,600,30,Cotton,DAP
1484,Solapur,Black,120,60,70,8.0,500,10,Cotton,12:32:16 NPK
1485,Solapur,Black,100,65,75,8.5,600,15,Cotton,12:32:16 NPK
1487,Solapur,Black,110,65,75,8.5,600,15,Cotton,12:32:16 NPK
1490,Solapur,Black,100,70,80,7.5,500,20,Cotton,12:32:16 NPK
1491,Solapur,Black,105,70,80,7.5,500,20,Cotton,12:32:16 NPK
1492,Solapur,Black,110,70,80,7.5,500,20,Cotton,12:32:16 NPK
1494,Solapur,Black,120,70,80,7.5,500,20,Cotton,12:32:16 NPK
1495,Solapur,Black,100,75,60,8.0,600,25,Cotton,12:32:16 NPK
1497,Solapur,Black,110,75,60,8.0,600,25,Cotton,12:32:16 NPK
1503,Solapur,Black,115,80,65,8.5,500,30,Cotton,12:32:16 NPK
1504,Solapur,Black,120,80,65,8.5,500,30,Cotton,12:32:16 NPK
1505,Solapur,Black,100,60,75,7.5,600,10,Cotton,Magnesium Sulphate
1506,Solapur,Black,105,60,75,7.5,600,10,Cotton,Magnesium Sulphate
1507,Solapur,Black,110,60,75,7.5,600,10,Cotton,Magnesium Sulphate
1508,Solapur,Black,115,60,75,7.5,600,10,Cotton,Magnesium Sulphate
1512,Solapur,Black,110,65,80,8.0,500,15,Cotton,Magnesium Sulphate
1513,Solapur,Black,115,65,80,8.0,500,15,Cotton,Magnesium Sulphate
1514,Solapur,Black,120,65,80,8.0,500,15,Cotton,Magnesium Sulphate
1515,Solapur,Black,100,70,60,8.5,600,20,Cotton,Magnesium Sulphate
1517,Solapur,Black,110,70,60,8.5,600,20,Cotton,Magnesium Sulphate
1519,Solapur,Black,120,70,60,8.5,600,20,Cotton,Magnesium Sulphate
1520,Solapur,Black,100,75,65,7.5,500,25,Cotton,Magnesium Sulphate
1521,Solapur,Black,105,75,65,7.5,500,25,Cotton,Magnesium Sulphate
1522,Solapur,Black,110,75,65,7.5,500,25,Cotton,Magnesium Sulphate
1523,Solapur,Black,115,75,65,7.5,500,25,Cotton,Magnesium Sulphate
1524,Solapur,Black,120,75,65,7.5,500,25,Cotton,Magnesium Sulphate
1525,Solapur,Black,100,80,70,8.0,600,30,Cotton,Magnesium Sulphate
1526,Solapur,Black,105,80,70,8.0,600,30,Cotton,Magnesium Sulphate
1528,Solapur,Black,115,80,70,8.0,600,30,Cotton,Magnesium Sulphate
1532,Solapur,Black,110,60,80,8.5,500,10,Cotton,DAP
1533,Solapur,Black,115,60,80,8.5,500,10,Cotton,DAP
1536,Solapur,Black,105,65,60,7.5,600,15,Cotton,DAP
1537,Solapur,Black,110,65,60,7.5,600,15,Cotton,DAP
1538,Solapur,Black,115,65,60,7.5,600,15,Cotton,DAP
1539,Solapur,Black,120,65,60,7.5,600,15,Cotton,DAP
1545,Solapur,Black,100,75,70,8.5,600,25,Cotton,DAP
1547,Solapur,Black,110,75,70,8.5,600,25,Cotton,DAP
1549,Solapur,Black,120,75,70,8.5,600,25,Cotton,DAP
1551,Solapur,Black,105,80,75,7.5,500,30,Cotton,DAP
1555,Solapur,Red,50,30,20,6.5,600,20,Jowar,10:26:26 NPK
1557,Solapur,Red,60,30,20,6.5,600,20,Jowar,10:26:26 NPK
1560,Solapur,Red,60,35,25,7.0,700,25,Jowar,10:26:26 NPK
1562,Solapur,Red,55,40,30,7.5,600,30,Jowar,10:26:26 NPK
1563,Solapur,Red,60,40,30,7.5,600,30,Jowar,10:26:26 NPK
1565,Solapur,Red,55,30,25,6.5,700,20,Jowar,Urea
1567,Solapur,Red,50,35,30,7.0,600,25,Jowar,Urea
1571,Solapur,Red,55,40,20,7.5,700,30,Jowar,Urea
1572,Solapur,Red,60,40,20,7.5,700,30,Jowar,Urea
1573,Solapur,Red,50,30,30,6.5,600,20,Jowar,SSP
1576,Solapur,Red,50,35,20,7.0,700,25,Jowar,SSP
1577,Solapur,Red,55,35,20,7.0,700,25,Jowar,SSP
1578,Solapur,Red,60,35,20,7.0,700,25,Jowar,SSP
1582,Solapur,Red,60,40,40,6.0,500,15,Wheat,19:19:19 NPK
1583,Solapur,Red,65,40,40,6.0,500,15,Wheat,19:19:19 NPK
1585,Solapur,Red,75,40,40,6.0,500,15,Wheat,19:19:19 NPK
1586,Solapur,Red,80,40,40,6.0,500,15,Wheat,19:19:19 NPK
1587,Solapur,Red,60,45,45,6.5,600,20,Wheat,19:19:19 NPK
1589,Solapur,Red,70,45,45,6.5,600,20,Wheat,19:19:19 NPK
1590,Solapur,Red,75,45,45,6.5,600,20,Wheat,19:19:19 NPK
1592,Solapur,Red,60,50,50,7.0,500,25,Wheat,19:19:19 NPK
1593,Solapur,Red,65,50,50,7.0,500,25,Wheat,19:19:19 NPK
1594,Solapur,Red,70,50,50,7.0,500,25,Wheat,19:19:19 NPK
1597,Solapur,Red,60,55,55,7.5,600,30,Wheat,19:19:19 NPK
1601,Solapur,Red,80,55,55,7.5,600,30,Wheat,19:19:19 NPK
1603,Solapur,Red,65,60,60,6.0,500,15,Wheat,19:19:19 NPK
1604,Solapur,Red,70,60,60,6.0,500,15,Wheat,19:19:19 NPK
1605,Solapur,Red,75,60,60,6.0,500,15,Wheat,19:19:19 NPK
1606,Solapur,Red,80,60,60,6.0,500,15,Wheat,19:19:19 NPK
1607,Solapur,Red,60,40,45,6.5,600,20,Wheat,Urea
1608,Solapur,Red,65,40,45,6.5,600,20,Wheat,Urea
1610,Solapur,Red,75,40,45,6.5,600,20,Wheat,Urea
1611,Solapur,Red,80,40,45,6.5,600,20,Wheat,Urea
1612,Solapur,Red,60,45,50,7.0,500,25,Wheat,Urea
1615,Solapur,Red,75,45,50,7.0,500,25,Wheat,Urea
1618,Solapur,Red,65,50,55,7.5,600,30,Wheat,Urea
1621,,Red,80,50,55,7.5,600,30,Wheat,Urea
1625,Solapur,Red,75,55,60,6.0,500,15,Wheat,Urea
1627,Solapur,Red,60,60,40,6.5,600,20,Wheat,Urea
1628,Solapur,Red,65,60,40,6.5,600,20,Wheat,Urea
1629,Solapur,Red,70,60,40,6.5,600,20,Wheat,Urea
1631,Solapur,Red,80,60,40,6.5,600,20,Wheat,Urea
1634,Solapur,Red,70,40,50,7.0,500,25,Wheat,19:19:19 NPK
1635,Solapur,Red,75,40,50,7.0,500,25,Wheat,19:19:19 NPK
1636,Solapur,Red,80,40,50,7.0,500,25,Wheat,19:19:19 NPK
1637,Solapur,Red,60,45,55,7.5,600,30,Wheat,19:19:19 NPK
1639,Solapur,Red,70,45,55,7.5,600,30,Wheat,19:19:19 NPK
1640,Solapur,Red,75,45,55,7.5,600,30,Wheat,19:19:19 NPK
1641,Solapur,Red,80,45,55,7.5,600,30,Wheat,19:19:19 NPK
1645,Solapur,Red,75,50,60,6.0,500,15,Wheat,19:19:19 NPK
1646,Solapur,Red,80,50,60,6.0,500,15,Wheat,19:19:19 NPK
1647,Solapur,Red,60,55,40,6.5,600,20,Wheat,19:19:19 NPK
1651,Solapur,Red,80,55,40,6.5,600,20,Wheat,19:19:19 NPK
1658,Solapur,Red,65,40,55,7.5,600,30,Wheat,
1660,Solapur,Red,75,40,55,7.5,600,30,Wheat,Urea
1662,Solapur,Red,60,45,60,6.0,500,15,Wheat,Urea
1663,Solapur,Red,65,45,60,6.0,500,15,Wheat,Urea
1664,Solapur,Red,70,45,60,6.0,500,15,Wheat,Urea
1665,Solapur,Red,75,45,60,6.0,500,15,Wheat,Urea
1667,Solapur,Red,60,50,40,6.5,600,20,Wheat,Urea
1668,Solapur,Red,65,50,40,6.5,600,20,Wheat,Urea
1672,Solapur,Red,60,55,45,7.0,500,25,Wheat,Urea
1673,Solapur,Red,65,55,45,7.0,500,25,Wheat,Urea
1674,Solapur,Red,70,55,45,7.0,500,25,Wheat,Urea
1675,Solapur,Red,75,55,45,7.0,500,25,Wheat,Urea
1676,Solapur,Red,80,55,45,7.0,500,25,Wheat,Urea
1679,Solapur,Red,70,60,50,7.5,600,30,Wheat,Urea
1681,Solapur,Red,80,60,50,7.5,600,30,Wheat,Urea
1682,Solapur,Red,60,40,60,6.0,500,15,Wheat,19:19:19 NPK
1687,Solapur,Red,60,45,40,6.5,600,20,Wheat,19:19:19 NPK
1688,Solapur,Red,65,45,40,6.5,600,20,Wheat,19:19:19 NPK
1690,Solapur,Red,75,45,40,6.5,600,20,Wheat,19:19:19 NPK
1693,Solapur,Red,65,50,45,7.0,500,25,Wheat,19:19:19 NPK
1694,Solapur,Red,70,50,45,7.0,500,25,Wheat,19:19:19 NPK
1695,Solapur,Red,75,50,45,7.0,500,25,Wheat,19:19:19 NPK
1697,Solapur,Red,60,55,50,7.5,600,30,Wheat,19:19:19 NPK
1698,Solapur,Red,65,55,50,7.5,600,30,Wheat,19:19:19 NPK
1699,Solapur,Red,70,55,50,7.5,600,30,Wheat,19:19:19 NPK
1701,Solapur,Red,80,55,50,7.5,600,30,Wheat,19:19:19 NPK
1703,Solapur,Red,65,60,55,6.0,500,15,Wheat,19:19:19 NPK
1705,Solapur,Red,75,60,55,6.0,500,15,Wheat,19:19:19 NPK
1706,Solapur,Red,80,60,55,6.0,500,15,Wheat,19:19:19 NPK
1708,Solapur,Black,125,60,60,6.5,1000,20,Sugarcane,Urea
1712,Solapur,Black,145,60,60,6.5,1000,20,Sugarcane,Urea
1713,Solapur,Black,150,60,60,6.5,1000,20,Sugarcane,Urea
1717,Solapur,Black,135,65,65,7.0,1100,25,Sugarcane,Urea
1720,Solapur,Black,150,65,65,7.0,1100,25,Sugarcane,Urea
1723,Solapur,Black,130,70,70,7.5,1200,30,Sugarcane,Urea
1725,Solapur,Black,140,70,70,7.5,1200,30,Sugarcane,Urea
1727,Solapur,Black,150,70,70,7.5,1200,30,Sugarcane,Urea
1728,Solapur,Black,120,75,75,8.0,1000,35,Sugarcane,Urea
1731,Solapur,Black,135,75,75,8.0,1000,35,Sugarcane,Urea
1732,Solapur,Black,140,75,75,8.0,1000,35,Sugarcane,Urea
1733,Solapur,Black,145,75,75,8.0,1000,35,Sugarcane,Urea
1734,Solapur,Black,150,75,75,8.0,1000,35,Sugarcane,Urea
1735,Solapur,Black,120,80,80,8.5,1100,20,Sugarcane,Urea
1741,Solapur,Black,150,80,80,8.5,1100,20,Sugarcane,DAP
1743,Solapur,Black,125,60,65,6.5,1200,25,Sugarcane,DAP
1746,Solapur,Black,140,60,65,6.5,1200,25,Sugarcane,DAP
1748,Solapur,Black,150,60,65,6.5,1200,25,Sugarcane,DAP
1750,Solapur,Black,125,65,70,7.0,1000,30,Sugarcane,DAP
1753,Solapur,Black,140,65,70,7.0,1000,30,Sugarcane,DAP
1755,Solapur,Black,150,65,70,7.0,1000,30,Sugarcane,DAP
1759,Solapur,Black,135,70,75,7.5,1100,35,Sugarcane,DAP
1760,Solapur,Black,140,70,75,7.5,1100,35,Sugarcane,DAP
1763,Solapur,Black,120,75,80,8.0,1200,20,Sugarcane,DAP
1765,Solapur,Black,130,75,80,8.0,1200,20,Sugarcane,DAP
1768,Solapur,Black,145,75,80,8.0,1200,20,Sugarcane,DAP
1771,Solapur,Black,125,80,60,8.5,1000,25,Sugarcane,DAP
1774,Solapur,Black,140,80,60,8.5,1000,25,Sugarcane,DAP
1777,Solapur,Black,120,60,70,6.5,1100,30,Sugarcane,MOP
1784,Solapur,Black,120,65,75,7.0,1200,35,Sugarcane,MOP
1786,Solapur,Black,130,65,75,7.0,1200,35,Sugarcane,MOP
1787,Solapur,Black,135,65,75,7.0,1200,35,Sugarcane,MOP
1788,Solapur,Black,140,65,75,7.0,1200,35,Sugarcane,MOP
1792,Solapur,Black,125,70,80,7.5,1000,20,Sugarcane,MOP
1793,Solapur,Black,130,70,80,7.5,1000,20,Sugarcane,MOP
1794,Solapur,Black,135,70,80,7.5,1000,20,Sugarcane,MOP
1795,Solapur,Black,140,70,80,7.5,1000,20,Sugarcane,MOP
1797,Solapur,Black,150,70,80,7.5,1000,20,Sugarcane,MOP
1798,Solapur,Black,120,75,60,8.0,1100,25,Sugarcane,MOP
1799,Solapur,Black,125,75,60,8.0,1100,25,Sugarcane,MOP
1800,Solapur,Black,130,75,60,8.0,1100,25,Sugarcane,MOP
1801,Solapur,Black,135,75,60,8.0,1100,25,Sugarcane,MOP
1802,Solapur,Black,140,75,60,8.0,1100,25,Sugarcane,MOP
1804,Solapur,Black,150,75,60,8.0,1100,25,Sugarcane,MOP
1805,Solapur,Black,120,80,65,8.5,1200,30,Sugarcane,MOP
1810,Solapur,Black,145,80,65,8.5,1200,30,Sugarcane,MOP
1811,Solapur,Black,150,80,65,8.5,1200,30,Sugarcane,MOP
1812,Solapur,Black,120,60,75,6.5,1000,35,Sugarcane,MOP
1813,Solapur,Black,125,60,75,6.5,1000,35,Sugarcane,MOP
1814,Solapur,Black,130,60,75,6.5,1000,35,Sugarcane,MOP
1817,Solapur,Black,145,60,75,6.5,1000,35,Sugarcane,MOP
1818,Solapur,Black,150,60,75,6.5,1000,35,Sugarcane,MOP
1819,Solapur,Black,120,65,80,7.0,1100,20,Sugarcane,MOP
1820,Solapur,Black,125,65,80,7.0,1100,20,Sugarcane,MOP
1821,Solapur,Black,130,65,80,7.0,1100,20,Sugarcane,MOP
1823,Solapur,Black,140,65,80,7.0,1100,20,Sugarcane,MOP
1826,Solapur,Black,120,70,60,7.5,1200,25,Sugarcane,MOP
1827,Solapur,Black,125,70,60,7.5,1200,25,Sugarcane,MOP
1829,Solapur,Black,135,70,60,7.5,1200,25,Sugarcane,MOP
1830,Solapur,Black,140,70,60,7.5,1200,25,Sugarcane,MOP
1831,Solapur,Black,145,70,60,7.5,1200,25,Sugarcane,MOP
1836,Solapur,Black,135,75,65,8.0,1000,30,Sugarcane,MOP
1837,Solapur,Black,140,75,65,8.0,1000,30,Sugarcane,MOP
1838,Solapur,Black,145,75,65,8.0,1000,30,Sugarcane,MOP
1839,Solapur,Black,150,75,65,8.0,1000,30,Sugarcane,MOP
1840,Solapur,Black,120,80,70,8.5,1100,35,Sugarcane,MOP
1841,Solapur,Black,125,80,70,8.5,1100,35,Sugarcane,MOP
1842,Solapur,Black,130,80,70,8.5,1100,35,Sugarcane,MOP
1843,Solapur,Black,135,80,70,8.5,1100,35,Sugarcane,MOP
1844,Solapur,Black,140,80,70,8.5,1100,35,Sugarcane,MOP
1846,Solapur,Black,150,80,70,8.5,1100,35,Sugarcane,MOP
1848,Solapur,Black,125,60,80,6.5,1200,20,Sugarcane,MOP
1850,Solapur,Black,135,60,80,6.5,1200,20,Sugarcane,MOP
1852,Solapur,Black,145,60,80,6.5,1200,20,Sugarcane,MOP
1854,Solapur,Black,120,65,60,7.0,1000,25,Sugarcane,MOP
1858,Solapur,Black,140,65,60,7.0,1000,25,Sugarcane,MOP
1864,Solapur,Black,135,70,65,7.5,1100,30,Sugarcane,MOP
1865,Solapur,Black,140,70,65,7.5,1100,30,Sugarcane,MOP
1866,Solapur,Black,145,70,65,7.5,1100,30,Sugarcane,MOP
1867,Solapur,Black,150,70,65,7.5,1100,30,Sugarcane,MOP
1868,Solapur,Black,120,75,70,8.0,1200,35,Sugarcane,MOP
1869,Solapur,Black,125,75,70,8.0,1200,35,Sugarcane,MOP
1872,Solapur,Black,140,75,70,8.0,1200,35,Sugarcane,MOP
1875,Solapur,Black,120,80,75,8.5,1000,20,Sugarcane,MOP
1876,Solapur,Black,125,80,75,8.5,1000,20,Sugarcane,MOP
1878,Solapur,Black,135,80,75,8.5,1000,20,Sugarcane,MOP
1880,Solapur,Black,145,80,75,8.5,1000,20,Sugarcane,MOP
1883,Solapur,Black,25,40,20,6.0,600,25,Groundnut,Chilated Micronutrient
1884,Solapur,Black,30,40,20,6.0,600,25,Groundnut,Chilated Micronutrient
1885,Solapur,Black,20,45,25,6.5,700,30,Groundnut,Chilated Micronutrient
1887,Solapur,Black,30,45,25,6.5,700,30,Groundnut,Chilated Micronutrient
1891,Solapur,Black,20,55,35,7.5,600,30,Groundnut,Chilated Micronutrient
1892,Solapur,Black,25,55,35,7.5,600,30,Groundnut,Chilated Micronutrient
1894,Solapur,Black,20,60,40,6.0,700,25,Groundnut,Chilated Micronutrient
1896,Solapur,Black,30,60,40,6.0,700,25,Groundnut,Chilated Micronutrient
1897,Solapur,Black,20,40,25,6.5,800,30,Groundnut,SSP
1898,Solapur,Black,25,40,25,6.5,800,30,Groundnut,SSP
1906,Solapur,Black,20,55,40,6.5,800,25,Groundnut,SSP
1908,Solapur,Black,30,55,40,6.5,800,25,Groundnut,SSP
1911,Solapur,Black,30,60,20,7.0,600,30,Groundnut,SSP
1915,Solapur,Black,20,45,35,6.0,800,30,Groundnut,Chilated Micronutrient
1916,Solapur,Black,25,45,35,6.0,800,30,Groundnut,Chilated Micronutrient
1918,Solapur,Black,20,50,40,7.0,600,25,Groundnut,Chilated Micronutrient
1919,Solapur,Black,25,50,40,7.0,600,25,Groundnut,Chilated Micronutrient
1921,Solapur,Black,20,55,20,7.5,700,30,Groundnut,Chilated Micronutrient
1927,Solapur,Black,20,40,35,6.5,600,30,Groundnut,SSP
1929,Solapur,Black,30,40,35,6.5,600,30,Groundnut,SSP
1932,Solapur,Black,30,45,40,7.5,700,25,Groundnut,SSP
1933,Solapur,Black,20,50,20,6.0,800,30,Groundnut,SSP
1934,Solapur,Black,25,50,20,6.0,800,30,Groundnut,SSP
1939,Solapur,Black,20,60,30,7.0,700,30,Groundnut,SSP
1940,Solapur,Black,25,60,30,7.0,700,30,Groundnut,SSP
1941,Solapur,Black,30,60,30,7.0,700,30,Groundnut,SSP
1943,Solapur,Black,25,40,40,6.0,800,25,Groundnut,Chilated Micronutrient
1945,Solapur,Black,20,45,20,6.5,600,30,Groundnut,Chilated Micronutrient
1946,Solapur,Black,25,45,20,6.5,600,30,Groundnut,Chilated Micronutrient
1947,Solapur,Black,30,45,20,6.5,600,30,Groundnut,Chilated Micronutrient
1949,Solapur,Black,25,50,25,7.5,700,25,Groundnut,Chilated Micronutrient
1953,Solapur,Black,30,55,30,6.0,800,30,Groundnut,Chilated Micronutrient
1956,Solapur,Black,30,60,35,6.5,600,20,Groundnut,Chilated Micronutrient
1958,Solapur,Black,45,30,20,6.0,300,20,Soybean,Urea
1959,Solapur,Black,50,30,20,6.0,300,20,Soybean,Urea
1960,Solapur,Black,55,30,20,6.0,300,20,Soybean,Urea
1961,Solapur,Black,60,30,20,6.0,300,20,Soybean,Urea
1962,Solapur,Black,40,35,25,6.5,400,25,Soybean,Urea
1964,Solapur,Black,50,35,25,6.5,400,25,Soybean,Urea
1968,Solapur,Black,45,40,30,7.0,300,30,Soybean,Urea
1970,Solapur,Black,55,40,30,7.0,300,30,Soybean,Urea
1974,Solapur,Black,50,30,25,6.0,400,20,Soybean,20:20:20 NPK
1975,Solapur,Black,55,30,25,6.0,400,20,Soybean,20:20:20 NPK
1977,Solapur,Black,40,35,30,6.5,300,25,Soybean,20:20:20 NPK
1979,Solapur,Black,50,35,30,6.5,300,25,Soybean,20:20:20 NPK
1980,Solapur,Black,55,35,30,6.5,300,25,Soybean,20:20:20 NPK
1982,Solapur,Black,40,40,20,7.0,400,30,Soybean,20:20:20 NPK
1985,Solapur,Black,55,40,20,7.0,400,30,Soybean,20:20:20 NPK
1986,Solapur,Black,60,40,20,7.0,400,30,Soybean,20:20:20 NPK
1987,Solapur,Black,40,30,30,6.0,300,20,Soybean,SSP
1990,Solapur,Black,55,30,30,6.0,300,20,Soybean,SSP
1993,Solapur,Black,45,35,20,6.5,400,25,Soybean,SSP
1994,Solapur,Black,50,35,20,6.5,400,25,Soybean,SSP
1995,Solapur,Black,55,35,20,6.5,400,25,Soybean,SSP
1996,Solapur,Black,60,35,20,6.5,400,25,Soybean,SSP
1997,Solapur,Black,40,40,25,7.0,300,30,Soybean,SSP
2000,Solapur,Black,55,40,25,7.0,300,30,Soybean,SSP
2003,Solapur,Black,25,40,20,6.0,700,25,Gram,DAP
2004,Solapur,Black,30,40,20,6.0,700,25,Gram,DAP
2005,Solapur,Black,20,45,25,6.5,800,30,Gram,DAP
2007,Solapur,Black,30,45,25,6.5,800,30,Gram,DAP
2009,Solapur,Black,25,50,30,7.0,700,35,Gram,DAP
2010,Solapur,Black,30,50,30,7.0,700,35,Gram,DAP
2011,Solapur,Black,20,40,25,6.0,800,25,Gram,MOP
2015,Solapur,Black,25,45,30,6.5,700,30,Gram,MOP
2016,Solapur,Black,30,45,30,6.5,700,30,Gram,MOP
2017,Solapur,Black,20,50,20,7.0,800,35,Gram,MOP
2018,Solapur,Black,25,50,20,7.0,800,35,Gram,MOP
2019,Solapur,Black,30,50,20,7.0,800,35,Gram,MOP
2020,Solapur,Black,20,40,30,6.0,700,25,Gram,DAP
2026,Solapur,Black,20,50,25,7.0,700,35,Gram,DAP
2030,Solapur,Red,35,20,20,6.0,500,25,Tur,Urea
2033,Solapur,Red,35,25,25,6.5,600,30,Tur,Urea
2036,Solapur,Red,35,30,20,7.0,500,35,Tur,Urea
2037,Solapur,Red,40,30,20,7.0,500,35,Tur,Urea
2038,Solapur,Red,30,20,25,6.0,600,25,Tur,MOP
2039,Solapur,Red,35,20,25,6.0,600,25,Tur,MOP
2041,Solapur,Red,30,25,20,6.5,500,30,Tur,MOP
2043,Solapur,Red,40,25,20,6.5,500,30,Tur,MOP
2044,Solapur,Red,30,30,25,7.0,600,35,Tur,MOP
2047,Solapur,Black,60,30,20,6.5,400,25,Urad,Urea
2051,Solapur,Black,80,30,20,6.5,400,25,Urad,Urea
2054,Solapur,Black,70,35,25,7.0,500,30,Urad,Urea
2057,Solapur,Black,60,40,30,7.5,600,25,Urad,Urea
2065,Solapur,Black,75,30,25,6.5,400,30,Urad,SSP
2066,Solapur,Black,80,30,25,6.5,400,30,Urad,SSP
2068,Solapur,Black,65,35,30,7.0,500,25,Urad,SSP
2069,Solapur,Black,70,35,30,7.0,500,25,Urad,SSP
2071,Solapur,Black,80,35,30,7.0,500,25,Urad,SSP
2073,Solapur,Black,65,40,20,7.5,600,30,Urad,SSP
2076,Solapur,Black,80,40,20,7.5,600,30,Urad,SSP
2079,Solapur,Black,70,30,30,6.5,400,25,Urad,DAP
2081,Solapur,Black,80,30,30,6.5,400,25,Urad,DAP
2082,Solapur,Black,60,35,20,7.0,500,30,Urad,DAP
2083,Solapur,Black,65,35,20,7.0,500,30,Urad,DAP
2085,Solapur,Black,75,35,20,7.0,500,30,Urad,DAP
2086,Solapur,Black,80,35,20,7.0,500,30,Urad,DAP
2088,Solapur,Black,65,40,25,7.5,600,25,Urad,DAP
2090,Solapur,Black,75,40,25,7.5,600,25,Urad,DAP
2094,Solapur,Black,70,30,20,6.0,500,25,Moong,MOP
2096,Solapur,Black,80,30,20,6.0,500,25,Moong,MOP
2097,Solapur,Black,60,35,25,6.5,600,30,Moong,MOP
2098,Solapur,Black,65,35,25,6.5,600,30,Moong,MOP
2100,Solapur,Black,75,35,25,6.5,600,30,Moong,MOP
2101,Solapur,Black,80,35,25,6.5,600,30,Moong,MOP
2103,Solapur,Black,65,40,30,7.0,700,35,Moong,MOP
2104,Solapur,Black,70,40,30,7.0,700,35,Moong,MOP
2106,Solapur,Black,80,40,30,7.0,700,35,Moong,MOP
2107,Solapur,Black,60,30,25,6.0,500,25,Moong,Urea
2109,Solapur,Black,70,30,25,6.0,500,25,Moong,Urea
2110,Solapur,Black,75,30,25,6.0,500,25,Moong,Urea
2111,Solapur,Black,80,30,25,6.0,500,25,Moong,Urea
2114,Solapur,Black,70,35,30,6.5,600,30,Moong,Urea
2117,Solapur,Black,60,40,20,7.0,700,35,Moong,Urea
2122,Solapur,Black,60,30,30,6.0,500,25,Moong,SSP
2123,Solapur,Black,65,30,30,6.0,500,25,Moong,SSP
2124,Solapur,Black,70,30,30,6.0,500,25,Moong,SSP
2125,Solapur,Black,75,30,30,6.0,500,25,Moong,SSP
