,Unnamed: 0,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop_Fertilizer
617,1242,Kolhapur,Dark Brown,125,75,40,6.5,600,25,"Maize, MOP"
618,1244,Kolhapur,Dark Brown,135,75,40,6.5,600,25,"Maize, MOP"
619,1246,Kolhapur,Dark Brown,145,75,40,6.5,600,25,"Maize, MOP"
620,1248,Kolhapur,Dark Brown,120,80,45,7.0,700,30,"Maize, MOP"
621,1252,Kolhapur,Dark Brown,140,80,45,7.0,700,30,"Maize, MOP"
622,1253,Kolhapur,Dark Brown,145,80,45,7.0,700,30,"Maize, MOP"
623,1258,Kolhapur,Dark Brown,135,60,55,7.5,500,20,"Maize, Urea"
624,1259,Kolhapur,Dark Brown,140,60,55,7.5,500,20,"Maize, Urea"
625,1260,Kolhapur,Dark Brown,145,60,55,7.5,500,20,"Maize, Urea"
626,1261,Kolhapur,Dark Brown,150,60,55,7.5,500,20,"Maize, Urea"
627,1263,Kolhapur,Dark Brown,125,65,60,6.0,600,25,"Maize, Urea"
628,1268,Kolhapur,Dark Brown,150,65,60,6.0,600,25,"Maize, Urea"
629,1269,Kolhapur,Dark Brown,120,70,40,6.5,700,30,"Maize, Urea"
630,1270,Kolhapur,Dark Brown,125,70,40,6.5,700,30,"Maize, Urea"
631,1273,Kolhapur,Dark Brown,140,70,40,6.5,700,30,"Maize, Urea"
632,1274,Kolhapur,Dark Brown,145,70,40,6.5,700,30,"Maize, Urea"
633,1275,Kolhapur,Dark Brown,150,70,40,6.5,700,30,"Maize, Urea"
634,1276,Kolhapur,Dark Brown,120,75,45,7.0,500,20,"Maize, Urea"
635,1277,Kolhapur,Dark Brown,125,75,45,7.0,500,20,"Maize, Urea"
636,1278,Kolhapur,Dark Brown,130,75,45,7.0,500,20,"Maize, Urea"
637,1280,Kolhapur,Dark Brown,140,75,45,7.0,500,20,"Maize, Urea"
638,1284,Kolhapur,Dark Brown,125,80,50,7.5,600,25,"Maize, Urea"
639,1285,Kolhapur,Dark Brown,130,80,50,7.5,600,25,"Maize, Urea"
640,1286,Kolhapur,Dark Brown,135,80,50,7.5,600,25,"Maize, Urea"
641,1288,Kolhapur,Dark Brown,145,80,50,7.5,600,25,"Maize, Urea"
642,1289,Kolhapur,Dark Brown,150,80,50,7.5,600,25,"Maize, Urea"
643,1292,Kolhapur,Dark Brown,130,60,60,6.0,700,30,"Maize, SSP"
644,1293,Kolhapur,Dark Brown,135,60,60,6.0,700,30,"Maize, SSP"
645,1298,Kolhapur,Dark Brown,125,65,40,6.5,500,20,"Maize, SSP"
646,1302,Kolhapur,Dark Brown,145,65,40,6.5,500,20,"Maize, SSP"
647,1303,Kolhapur,Dark Brown,150,65,40,6.5,500,20,"Maize, SSP"
648,1308,Kolhapur,Dark Brown,140,70,45,7.0,600,25,"Maize, SSP"
649,1310,Kolhapur,Dark Brown,150,70,45,7.0,600,25,"Maize, SSP"
650,1311,Kolhapur,Dark Brown,120,75,50,7.5,700,30,"Maize, SSP"
651,1314,Kolhapur,Dark Brown,135,75,50,7.5,700,30,"Maize, SSP"
652,1318,Kolhapur,Dark Brown,120,80,55,6.0,500,20,"Maize, SSP"
653,1322,Kolhapur,Dark Brown,140,80,55,6.0,500,20,"Maize, SSP"
654,1324,Kolhapur,Dark Brown,150,80,55,6.0,500,20,"Maize, SSP"
655,1325,Kolhapur,Red,40,20,20,5.5,300,20,"Tur, Urea"
656,1326,Kolhapur,Red,45,20,20,5.5,300,20,"Tur, Urea"
657,1327,Kolhapur,Red,50,20,20,5.5,300,20,"Tur, Urea"
658,1331,Kolhapur,Red,40,30,30,6.5,300,30,"Tur, Urea"
659,1333,Kolhapur,Red,50,30,30,6.5,300,30,"Tur, Urea"
660,1334,Kolhapur,Red,40,20,25,5.5,400,20,"Tur, MOP"
661,1336,Kolhapur,Red,50,20,25,5.5,400,20,"Tur, MOP"
662,1337,Kolhapur,Red,40,25,30,6.0,300,25,"Tur, MOP"
663,1339,Kolhapur,Red,50,25,30,6.0,300,25,"Tur, MOP"
664,1341,Kolhapur,Red,45,30,20,6.5,400,30,"Tur, MOP"
665,1342,Kolhapur,Red,50,30,20,6.5,400,30,"Tur, MOP"
666,1344,Kolhapur,Red,45,20,30,5.5,300,20,"Tur, SSP"
667,1349,Kolhapur,Red,40,30,25,6.5,300,30,"Tur, SSP"
668,1351,Kolhapur,Red,50,30,25,6.5,300,30,"Tur, SSP"
669,1352,Kolhapur,Dark Brown,20,30,20,6.0,800,20,"Urad, Urea"
670,1353,Kolhapur,Dark Brown,25,30,20,6.0,800,20,"Urad, Urea"
671,1355,Kolhapur,Dark Brown,20,35,25,6.5,900,25,"Urad, Urea"
672,1358,Kolhapur,Dark Brown,20,40,30,7.0,1000,20,"Urad, Urea"
673,1359,Kolhapur,Dark Brown,25,40,30,7.0,1000,20,"Urad, Urea"
674,1362,Kolhapur,Dark Brown,25,30,25,6.0,800,25,"Urad, SSP"
675,1371,Kolhapur,Dark Brown,25,30,30,6.0,800,20,"Urad, DAP"
676,1372,Kolhapur,Dark Brown,30,30,30,6.0,800,20,"Urad, DAP"
677,1373,Kolhapur,Dark Brown,20,35,20,6.5,900,25,"Urad, DAP"
678,1374,Kolhapur,Dark Brown,25,35,20,6.5,900,25,"Urad, DAP"
679,1375,Kolhapur,Dark Brown,30,35,20,6.5,900,25,"Urad, DAP"
680,1376,Kolhapur,Dark Brown,20,40,25,7.0,1000,20,"Urad, DAP"
681,1377,Kolhapur,Dark Brown,25,40,25,7.0,1000,20,"Urad, DAP"
682,1378,Kolhapur,Dark Brown,30,40,25,7.0,1000,20,"Urad, DAP"
683,1379,Kolhapur,Light Brown,20,10,5,6.0,600,25,"Moong, MOP"
684,1381,Kolhapur,Light Brown,30,10,5,6.0,600,25,"Moong, MOP"
685,1383,Kolhapur,Light Brown,25,15,10,6.5,700,30,"Moong, MOP"
686,1386,Kolhapur,Light Brown,25,20,15,7.0,800,35,"Moong, MOP"
687,1389,Kolhapur,Light Brown,25,10,10,6.0,600,25,"Moong, Urea"
688,1390,Kolhapur,Light Brown,30,10,10,6.0,600,25,"Moong, Urea"
689,1393,Kolhapur,Light Brown,30,15,15,6.5,700,30,"Moong, Urea"
690,1395,Kolhapur,Light Brown,25,20,5,7.0,800,35,"Moong, Urea"
691,1396,Kolhapur,Light Brown,30,20,5,7.0,800,35,"Moong, Urea"
692,1401,Kolhapur,Light Brown,25,15,5,6.5,700,30,"Moong, SSP"
693,1402,Kolhapur,Light Brown,30,15,5,6.5,700,30,"Moong, SSP"
694,1405,Kolhapur,Light Brown,30,20,10,7.0,800,35,"Moong, SSP"
695,1406,Kolhapur,Black,40,25,10,6.0,600,20,"Gram, 18:46:00 NPK"
696,1408,Kolhapur,Black,50,25,10,6.0,600,20,"Gram, 18:46:00 NPK"
697,1409,Kolhapur,Black,40,30,15,6.5,700,25,"Gram, 18:46:00 NPK"
698,1411,Kolhapur,Black,50,30,15,6.5,700,25,"Gram, 18:46:00 NPK"
699,1412,Kolhapur,Black,40,25,15,6.0,600,20,"Gram, Sulphur"
700,1413,Kolhapur,Black,45,25,15,6.0,600,20,"Gram, Sulphur"
701,1415,Kolhapur,Black,40,30,10,6.5,700,25,"Gram, Sulphur"
702,1416,Kolhapur,Black,45,30,10,6.5,700,25,"Gram, Sulphur"
703,1417,Kolhapur,Black,50,30,10,6.5,700,25,"Gram, Sulphur"
704,1418,Kolhapur,Medium Brown,40,20,20,6.0,600,20,"Masoor, Urea"
705,1424,Kolhapur,Medium Brown,40,20,25,6.0,600,20,"Masoor, DAP"
706,1425,Kolhapur,Medium Brown,45,20,25,6.0,600,20,"Masoor, DAP"
707,1426,Kolhapur,Medium Brown,50,20,25,6.0,600,20,"Masoor, DAP"
708,1427,Kolhapur,Medium Brown,40,25,20,6.5,700,25,"Masoor, DAP"
709,1428,Kolhapur,Medium Brown,45,25,20,6.5,700,25,"Masoor, DAP"
710,1432,Solapur,Black,110,60,60,7.5,500,10,"Cotton, Magnesium Sulphate"
711,1433,Solapur,Black,115,60,60,7.5,500,10,"Cotton, Magnesium Sulphate"
712,1434,Solapur,Black,120,60,60,7.5,500,10,"Cotton, Magnesium Sulphate"
713,1437,Solapur,Black,110,65,65,8.0,600,15,"Cotton, Magnesium Sulphate"
714,1439,Solapur,Black,120,65,65,8.0,600,15,"Cotton, Magnesium Sulphate"
715,1440,Solapur,Black,100,70,70,8.5,500,20,"Cotton, Magnesium Sulphate"
716,1441,Solapur,Black,105,70,70,8.5,500,20,"Cotton, Magnesium Sulphate"
717,1442,Solapur,Black,110,70,70,8.5,500,20,"Cotton, Magnesium Sulphate"
718,1443,Solapur,Black,115,70,70,8.5,500,20,"Cotton, Magnesium Sulphate"
719,1445,Solapur,Black,100,75,75,7.5,600,25,"Cotton, Magnesium Sulphate"
720,1446,Solapur,Black,105,75,75,7.5,600,25,"Cotton, Magnesium Sulphate"
721,1448,Solapur,Black,115,75,75,7.5,600,25,"Cotton, Magnesium Sulphate"
722,1450,Solapur,Black,100,80,80,8.0,500,30,"Cotton, Magnesium Sulphate"
723,1452,Solapur,Black,110,80,80,8.0,500,30,"Cotton, Magnesium Sulphate"
724,1453,Solapur,Black,115,80,80,8.0,500,30,"Cotton, Magnesium Sulphate"
725,1454,Solapur,Black,120,80,80,8.0,500,30,"Cotton, Magnesium Sulphate"
726,1456,Solapur,Black,105,60,65,8.5,600,10,"Cotton, DAP"
727,1457,Solapur,Black,110,60,65,8.5,600,10,"Cotton, DAP"
728,1458,Solapur,Black,115,60,65,8.5,600,10,"Cotton, DAP"
729,1460,Solapur,Black,100,65,70,7.5,500,15,"Cotton, DAP"
730,1461,Solapur,Black,105,65,70,7.5,500,15,"Cotton, DAP"
731,1463,Solapur,Black,115,65,70,7.5,500,15,"Cotton, DAP"
732,1464,Solapur,Black,120,65,70,7.5,500,15,"Cotton, DAP"
733,1465,Solapur,Black,100,70,75,8.0,600,20,"Cotton, DAP"
734,1468,Solapur,Black,115,70,75,8.0,600,20,"Cotton, DAP"
735,1473,Solapur,Black,115,75,80,8.5,500,25,"Cotton, DAP"
736,1477,Solapur,Black,110,80,60,7.5,600,30,"Cotton, DAP"
737,1479,Solapur,Black,120,80,60,7.5,600,30,"Cotton, DAP"
738,1484,Solapur,Black,120,60,70,8.0,500,10,"Cotton, 12:32:16 NPK"
739,1485,Solapur,Black,100,65,75,8.5,600,15,"Cotton, 12:32:16 NPK"
740,1487,Solapur,Black,110,65,75,8.5,600,15,"Cotton, 12:32:16 NPK"
741,1490,Solapur,Black,100,70,80,7.5,500,20,"Cotton, 12:32:16 NPK"
742,1491,Solapur,Black,105,70,80,7.5,500,20,"Cotton, 12:32:16 NPK"
743,1492,Solapur,Black,110,70,80,7.5,500,20,"Cotton, 12:32:16 NPK"
744,1494,Solapur,Black,120,70,80,7.5,500,20,"Cotton, 12:32:16 NPK"
745,1495,Solapur,Black,100,75,60,8.0,600,25,"Cotton, 12:32:16 NPK"
746,1497,Solapur,Black,110,75,60,8.0,600,25,"Cotton, 12:32:16 NPK"
747,1503,Solapur,Black,115,80,65,8.5,500,30,"Cotton, 12:32:16 NPK"
748,1504,Solapur,Black,120,80,65,8.5,500,30,"Cotton, 12:32:16 NPK"
749,1505,Solapur,Black,100,60,75,7.5,600,10,"Cotton, Magnesium Sulphate"
750,1506,Solapur,Black,105,60,75,7.5,600,10,"Cotton, Magnesium Sulphate"
751,1507,Solapur,Black,110,60,75,7.5,600,10,"Cotton, Magnesium Sulphate"
752,1508,Solapur,Black,115,60,75,7.5,600,10,"Cotton, Magnesium Sulphate"
753,1512,Solapur,Black,110,65,80,8.0,500,15,"Cotton, Magnesium Sulphate"
754,1513,Solapur,Black,115,65,80,8.0,500,15,"Cotton, Magnesium Sulphate"
755,1514,Solapur,Black,120,65,80,8.0,500,15,"Cotton, Magnesium Sulphate"
756,1515,Solapur,Black,100,70,60,8.5,600,20,"Cotton, Magnesium Sulphate"
757,1517,Solapur,Black,110,70,60,8.5,600,20,"Cotton, Magnesium Sulphate"
758,1519,Solapur,Black,120,70,60,8.5,600,20,"Cotton, Magnesium Sulphate"
759,1520,Solapur,Black,100,75,65,7.5,500,25,"Cotton, Magnesium Sulphate"
760,1521,Solapur,Black,105,75,65,7.5,500,25,"Cotton, Magnesium Sulphate"
761,1522,Solapur,Black,110,75,65,7.5,500,25,"Cotton, Magnesium Sulphate"
762,1523,Solapur,Black,115,75,65,7.5,500,25,"Cotton, Magnesium Sulphate"
763,1524,Solapur,Black,120,75,65,7.5,500,25,"Cotton, Magnesium Sulphate"
764,1525,Solapur,Black,100,80,70,8.0,600,30,"Cotton, Magnesium Sulphate"
765,1526,Solapur,Black,105,80,70,8.0,600,30,"Cotton, Magnesium Sulphate"
766,1528,Solapur,Black,115,80,70,8.0,600,30,"Cotton, Magnesium Sulphate"
767,1532,Solapur,Black,110,60,80,8.5,500,10,"Cotton, DAP"
768,1533,Solapur,Black,115,60,80,8.5,500,10,"Cotton, DAP"
769,1536,Solapur,Black,105,65,60,7.5,600,15,"Cotton, DAP"
770,1537,Solapur,Black,110,65,60,7.5,600,15,"Cotton, DAP"
771,1538,Solapur,Black,115,65,60,7.5,600,15,"Cotton, DAP"
772,1539,Solapur,Black,120,65,60,7.5,600,15,"Cotton, DAP"
773,1545,Solapur,Black,100,75,70,8.5,600,25,"Cotton, DAP"
774,1547,Solapur,Black,110,75,70,8.5,600,25,"Cotton, DAP"
775,1549,Solapur,Black,120,75,70,8.5,600,25,"Cotton, DAP"
776,1551,Solapur,Black,105,80,75,7.5,500,30,"Cotton, DAP"
777,1555,Solapur,Red,50,30,20,6.5,600,20,"Jowar, 10:26:26 NPK"
778,1557,Solapur,Red,60,30,20,6.5,600,20,"Jowar, 10:26:26 NPK"
779,1560,Solapur,Red,60,35,25,7.0,700,25,"Jowar, 10:26:26 NPK"
780,1562,Solapur,Red,55,40,30,7.5,600,30,"Jowar, 10:26:26 NPK"
781,1563,Solapur,Red,60,40,30,7.5,600,30,"Jowar, 10:26:26 NPK"
782,1565,Solapur,Red,55,30,25,6.5,700,20,"Jowar, Urea"
783,1567,Solapur,Red,50,35,30,7.0,600,25,"Jowar, Urea"
784,1571,Solapur,Red,55,40,20,7.5,700,30,"Jowar, Urea"
785,1572,Solapur,Red,60,40,20,7.5,700,30,"Jowar, Urea"
786,1573,Solapur,Red,50,30,30,6.5,600,20,"Jowar, SSP"
787,1576,Solapur,Red,50,35,20,7.0,700,25,"Jowar, SSP"
788,1577,Solapur,Red,55,35,20,7.0,700,25,"Jowar, SSP"
789,1578,Solapur,Red,60,35,20,7.0,700,25,"Jowar, SSP"
790,1582,Solapur,Red,60,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
791,1583,Solapur,Red,65,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
792,1585,Solapur,Red,75,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
793,1586,Solapur,Red,80,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
794,1587,Solapur,Red,60,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
795,1589,Solapur,Red,70,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
796,1590,Solapur,Red,75,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
797,1592,Solapur,Red,60,50,50,7.0,500,25,"Wheat, 19:19:19 NPK"
798,1593,Solapur,Red,65,50,50,7.0,500,25,"Wheat, 19:19:19 NPK"
799,1594,Solapur,Red,70,50,50,7.0,500,25,"Wheat, 19:19:19 NPK"
800,1597,Solapur,Red,60,55,55,7.5,600,30,"Wheat, 19:19:19 NPK"
801,1601,Solapur,Red,80,55,55,7.5,600,30,"Wheat, 19:19:19 NPK"
802,1603,Solapur,Red,65,60,60,6.0,500,15,"Wheat, 19:19:19 NPK"
803,1604,Solapur,Red,70,60,60,6.0,500,15,"Wheat, 19:19:19 NPK"
804,1605,Solapur,Red,75,60,60,6.0,500,15,"Wheat, 19:19:19 NPK"
805,1606,Solapur,Red,80,60,60,6.0,500,15,"Wheat, 19:19:19 NPK"
806,1607,Solapur,Red,60,40,45,6.5,600,20,"Wheat, Urea"
807,1608,Solapur,Red,65,40,45,6.5,600,20,"Wheat, Urea"
808,1610,Solapur,Red,75,40,45,6.5,600,20,"Wheat, Urea"
809,1611,Solapur,Red,80,40,45,6.5,600,20,"Wheat, Urea"
810,1612,Solapur,Red,60,45,50,7.0,500,25,"Wheat, Urea"
811,1615,Solapur,Red,75,45,50,7.0,500,25,"Wheat, Urea"
812,1618,Solapur,Red,65,50,55,7.5,600,30,"Wheat, Urea"
813,1621,,Red,80,50,55,7.5,600,30,"Wheat, Urea"
814,1625,Solapur,Red,75,55,60,6.0,500,15,"Wheat, Urea"
815,1627,Solapur,Red,60,60,40,6.5,600,20,"Wheat, Urea"
816,1628,Solapur,Red,65,60,40,6.5,600,20,"Wheat, Urea"
817,1629,Solapur,Red,70,60,40,6.5,600,20,"Wheat, Urea"
818,1631,Solapur,Red,80,60,40,6.5,600,20,"Wheat, Urea"
819,1634,Solapur,Red,70,40,50,7.0,500,25,"Wheat, 19:19:19 NPK"
820,1635,Solapur,Red,75,40,50,7.0,500,25,"Wheat, 19:19:19 NPK"
821,1636,Solapur,Red,80,40,50,7.0,500,25,"Wheat, 19:19:19 NPK"
822,1637,Solapur,Red,60,45,55,7.5,600,30,"Wheat, 19:19:19 NPK"
823,1639,Solapur,Red,70,45,55,7.5,600,30,"Wheat, 19:19:19 NPK"
824,1640,Solapur,Red,75,45,55,7.5,600,30,"Wheat, 19:19:19 NPK"
825,1641,Solapur,Red,80,45,55,7.5,600,30,"Wheat, 19:19:19 NPK"
826,1645,Solapur,Red,75,50,60,6.0,500,15,"Wheat, 19:19:19 NPK"
827,1646,Solapur,Red,80,50,60,6.0,500,15,"Wheat, 19:19:19 NPK"
828,1647,Solapur,Red,60,55,40,6.5,600,20,"Wheat, 19:19:19 NPK"
829,1651,Solapur,Red,80,55,40,6.5,600,20,"Wheat, 19:19:19 NPK"
830,1658,Solapur,Red,65,40,55,7.5,600,30,
831,1660,Solapur,Red,75,40,55,7.5,600,30,"Wheat, Urea"
832,1662,Solapur,Red,60,45,60,6.0,500,15,"Wheat, Urea"
833,1663,Solapur,Red,65,45,60,6.0,500,15,"Wheat, Urea"
834,1664,Solapur,Red,70,45,60,6.0,500,15,"Wheat, Urea"
835,1665,Solapur,Red,75,45,60,6.0,500,15,"Wheat, Urea"
836,1667,Solapur,Red,60,50,40,6.5,600,20,"Wheat, Urea"
837,1668,Solapur,Red,65,50,40,6.5,600,20,"Wheat, Urea"
838,1672,Solapur,Red,60,55,45,7.0,500,25,"Wheat, Urea"
839,1673,Solapur,Red,65,55,45,7.0,500,25,"Wheat, Urea"
840,1674,Solapur,Red,70,55,45,7.0,500,25,"Wheat, Urea"
841,1675,Solapur,Red,75,55,45,7.0,500,25,"Wheat, Urea"
842,1676,Solapur,Red,80,55,45,7.0,500,25,"Wheat, Urea"
843,1679,Solapur,Red,70,60,50,7.5,600,30,"Wheat, Urea"
844,1681,Solapur,Red,80,60,50,7.5,600,30,"Wheat, Urea"
845,1682,Solapur,Red,60,40,60,6.0,500,15,"Wheat, 19:19:19 NPK"
846,1687,Solapur,Red,60,45,40,6.5,600,20,"Wheat, 19:19:19 NPK"
847,1688,Solapur,Red,65,45,40,6.5,600,20,"Wheat, 19:19:19 NPK"
848,1690,Solapur,Red,75,45,40,6.5,600,20,"Wheat, 19:19:19 NPK"
849,1693,Solapur,Red,65,50,45,7.0,500,25,"Wheat, 19:19:19 NPK"
850,1694,Solapur,Red,70,50,45,7.0,500,25,"Wheat, 19:19:19 NPK"
851,1695,Solapur,Red,75,50,45,7.0,500,25,"Wheat, 19:19:19 NPK"
852,1697,Solapur,Red,60,55,50,7.5,600,30,"Wheat, 19:19:19 NPK"
853,1698,Solapur,Red,65,55,50,7.5,600,30,"Wheat, 19:19:19 NPK"
854,1699,Solapur,Red,70,55,50,7.5,600,30,"Wheat, 19:19:19 NPK"
855,1701,Solapur,Red,80,55,50,7.5,600,30,"Wheat, 19:19:19 NPK"
856,1703,Solapur,Red,65,60,55,6.0,500,15,"Wheat, 19:19:19 NPK"
857,1705,Solapur,Red,75,60,55,6.0,500,15,"Wheat, 19:19:19 NPK"
858,1706,Solapur,Red,80,60,55,6.0,500,15,"Wheat, 19:19:19 NPK"
859,1708,Solapur,Black,125,60,60,6.5,1000,20,"Sugarcane, Urea"
860,1712,Solapur,Black,145,60,60,6.5,1000,20,"Sugarcane, Urea"
861,1713,Solapur,Black,150,60,60,6.5,1000,20,"Sugarcane, Urea"
862,1717,Solapur,Black,135,65,65,7.0,1100,25,"Sugarcane, Urea"
863,1720,Solapur,Black,150,65,65,7.0,1100,25,"Sugarcane, Urea"
864,1723,Solapur,Black,130,70,70,7.5,1200,30,"Sugarcane, Urea"
865,1725,Solapur,Black,140,70,70,7.5,1200,30,"Sugarcane, Urea"
866,1727,Solapur,Black,150,70,70,7.5,1200,30,"Sugarcane, Urea"
867,1728,Solapur,Black,120,75,75,8.0,1000,35,"Sugarcane, Urea"
868,1731,Solapur,Black,135,75,75,8.0,1000,35,"Sugarcane, Urea"
869,1732,Solapur,Black,140,75,75,8.0,1000,35,"Sugarcane, Urea"
870,1733,Solapur,Black,145,75,75,8.0,1000,35,"Sugarcane, Urea"
871,1734,Solapur,Black,150,75,75,8.0,1000,35,"Sugarcane, Urea"
872,1735,Solapur,Black,120,80,80,8.5,1100,20,"Sugarcane, Urea"
873,1741,Solapur,Black,150,80,80,8.5,1100,20,"Sugarcane, DAP"
874,1743,Solapur,Black,125,60,65,6.5,1200,25,"Sugarcane, DAP"
875,1746,Solapur,Black,140,60,65,6.5,1200,25,"Sugarcane, DAP"
876,1748,Solapur,Black,150,60,65,6.5,1200,25,"Sugarcane, DAP"
877,1750,Solapur,Black,125,65,70,7.0,1000,30,"Sugarcane, DAP"
878,1753,Solapur,Black,140,65,70,7.0,1000,30,"Sugarcane, DAP"
879,1755,Solapur,Black,150,65,70,7.0,1000,30,"Sugarcane, DAP"
880,1759,Solapur,Black,135,70,75,7.5,1100,35,"Sugarcane, DAP"
881,1760,Solapur,Black,140,70,75,7.5,1100,35,"Sugarcane, DAP"
882,1763,Solapur,Black,120,75,80,8.0,1200,20,"Sugarcane, DAP"
883,1765,Solapur,Black,130,75,80,8.0,1200,20,"Sugarcane, DAP"
884,1768,Solapur,Black,145,75,80,8.0,1200,20,"Sugarcane, DAP"
885,1771,Solapur,Black,125,80,60,8.5,1000,25,"Sugarcane, DAP"
886,1774,Solapur,Black,140,80,60,8.5,1000,25,"Sugarcane, DAP"
887,1777,Solapur,Black,120,60,70,6.5,1100,30,"Sugarcane, MOP"
888,1784,Solapur,Black,120,65,75,7.0,1200,35,"Sugarcane, MOP"
889,1786,Solapur,Black,130,65,75,7.0,1200,35,"Sugarcane, MOP"
890,1787,Solapur,Black,135,65,75,7.0,1200,35,"Sugarcane, MOP"
891,1788,Solapur,Black,140,65,75,7.0,1200,35,"Sugarcane, MOP"
892,1792,Solapur,Black,125,70,80,7.5,1000,20,"Sugarcane, MOP"
893,1793,Solapur,Black,130,70,80,7.5,1000,20,"Sugarcane, MOP"
894,1794,Solapur,Black,135,70,80,7.5,1000,20,"Sugarcane, MOP"
895,1795,Solapur,Black,140,70,80,7.5,1000,20,"Sugarcane, MOP"
896,1797,Solapur,Black,150,70,80,7.5,1000,20,"Sugarcane, MOP"
897,1798,Solapur,Black,120,75,60,8.0,1100,25,"Sugarcane, MOP"
898,1799,Solapur,Black,125,75,60,8.0,1100,25,"Sugarcane, MOP"
899,1800,Solapur,Black,130,75,60,8.0,1100,25,"Sugarcane, MOP"
900,1801,Solapur,Black,135,75,60,8.0,1100,25,"Sugarcane, MOP"
901,1802,Solapur,Black,140,75,60,8.0,1100,25,"Sugarcane, MOP"
902,1804,Solapur,Black,150,75,60,8.0,1100,25,"Sugarcane, MOP"
903,1805,Solapur,Black,120,80,65,8.5,1200,30,"Sugarcane, MOP"
904,1810,Solapur,Black,145,80,65,8.5,1200,30,"Sugarcane, MOP"
905,1811,Solapur,Black,150,80,65,8.5,1200,30,"Sugarcane, MOP"
906,1812,Solapur,Black,120,60,75,6.5,1000,35,"Sugarcane, MOP"
907,1813,Solapur,Black,125,60,75,6.5,1000,35,"Sugarcane, MOP"
908,1814,Solapur,Black,130,60,75,6.5,1000,35,"Sugarcane, MOP"
909,1817,Solapur,Black,145,60,75,6.5,1000,35,"Sugarcane, MOP"
910,1818,Solapur,Black,150,60,75,6.5,1000,35,"Sugarcane, MOP"
911,1819,Solapur,Black,120,65,80,7.0,1100,20,"Sugarcane, MOP"
912,1820,Solapur,Black,125,65,80,7.0,1100,20,"Sugarcane, MOP"
913,1821,Solapur,Black,130,65,80,7.0,1100,20,"Sugarcane, MOP"
914,1823,Solapur,Black,140,65,80,7.0,1100,20,"Sugarcane, MOP"
915,1826,Solapur,Black,120,70,60,7.5,1200,25,"Sugarcane, MOP"
916,1827,Solapur,Black,125,70,60,7.5,1200,25,"Sugarcane, MOP"
917,1829,Solapur,Black,135,70,60,7.5,1200,25,"Sugarcane, MOP"
918,1830,Solapur,Black,140,70,60,7.5,1200,25,"Sugarcane, MOP"
919,1831,Solapur,Black,145,70,60,7.5,1200,25,"Sugarcane, MOP"
920,1836,Solapur,Black,135,75,65,8.0,1000,30,"Sugarcane, MOP"
921,1837,Solapur,Black,140,75,65,8.0,1000,30,"Sugarcane, MOP"
922,1838,Solapur,Black,145,75,65,8.0,1000,30,"Sugarcane, MOP"
923,1839,Solapur,Black,150,75,65,8.0,1000,30,"Sugarcane, MOP"
924,1840,Solapur,Black,120,80,70,8.5,1100,35,"Sugarcane, MOP"
925,1841,Solapur,Black,125,80,70,8.5,1100,35,"Sugarcane, MOP"
926,1842,Solapur,Black,130,80,70,8.5,1100,35,"Sugarcane, MOP"
927,1843,Solapur,Black,135,80,70,8.5,1100,35,"Sugarcane, MOP"
928,1844,Solapur,Black,140,80,70,8.5,1100,35,"Sugarcane, MOP"
929,1846,Solapur,Black,150,80,70,8.5,1100,35,"Sugarcane, MOP"
930,1848,Solapur,Black,125,60,80,6.5,1200,20,"Sugarcane, MOP"
931,1850,Solapur,Black,135,60,80,6.5,1200,20,"Sugarcane, MOP"
932,1852,Solapur,Black,145,60,80,6.5,1200,20,"Sugarcane, MOP"
933,1854,Solapur,Black,120,65,60,7.0,1000,25,"Sugarcane, MOP"
934,1858,Solapur,Black,140,65,60,7.0,1000,25,"Sugarcane, MOP"
935,1864,Solapur,Black,135,70,65,7.5,1100,30,"Sugarcane, MOP"
936,1865,Solapur,Black,140,70,65,7.5,1100,30,"Sugarcane, MOP"
937,1866,Solapur,Black,145,70,65,7.5,1100,30,"Sugarcane, MOP"
938,1867,Solapur,Black,150,70,65,7.5,1100,30,"Sugarcane, MOP"
939,1868,Solapur,Black,120,75,70,8.0,1200,35,"Sugarcane, MOP"
940,1869,Solapur,Black,125,75,70,8.0,1200,35,"Sugarcane, MOP"
941,1872,Solapur,Black,140,75,70,8.0,1200,35,"Sugarcane, MOP"
942,1875,Solapur,Black,120,80,75,8.5,1000,20,"Sugarcane, MOP"
943,1876,Solapur,Black,125,80,75,8.5,1000,20,"Sugarcane, MOP"
944,1878,Solapur,Black,135,80,75,8.5,1000,20,"Sugarcane, MOP"
945,1880,Solapur,Black,145,80,75,8.5,1000,20,"Sugarcane, MOP"
946,1883,Solapur,Black,25,40,20,6.0,600,25,"Groundnut, Chilated Micronutrient"
947,1884,Solapur,Black,30,40,20,6.0,600,25,"Groundnut, Chilated Micronutrient"
948,1885,Solapur,Black,20,45,25,6.5,700,30,"Groundnut, Chilated Micronutrient"
